,sample_type,theta,cutp,cutn,seed_num,mes,stress_mean,sample_num
348,cut_first,0.0,1,-1,805,7.4761441827,18129969.6684,174.0
349,cut_second,-1.5707963267899998,1,-1,805,6.8822266698000005,18129969.6684,174.0
350,cut_first,0.0,1,-1,338,7.23330402197,18883848.8784,175.0
351,cut_second,-1.5707963267899998,1,-1,338,6.83817369774,18883848.8784,175.0
352,cut_first,0.0,1,-1,679,9.28857370552,27240694.9791,176.0
353,cut_second,-1.5707963267899998,1,-1,679,7.84599918822,27240694.9791,176.0
354,cut_first,0.0,1,-1,340,-0.440946327847,155351.26758699998,177.0
355,cut_second,-1.5707963267899998,1,-1,340,-1.22955729577,155351.26758699998,177.0
356,cut_first,0.0,1,-1,943,6.82671733469,24663068.068000004,178.0
357,cut_second,-1.5707963267899998,1,-1,943,7.705484417919999,24663068.068000004,178.0
358,cut_first,0.0,1,-1,236,6.803716582409999,25575781.4424,179.0
359,cut_second,-1.5707963267899998,1,-1,236,8.07264676572,25575781.4424,179.0
360,cut_first,0.0,1,-1,425,1.72781627765,10636586.1384,180.0
361,cut_second,-1.5707963267899998,1,-1,425,2.4875430242200003,10636586.1384,180.0
362,cut_first,0.0,1,-1,662,18.711555106800002,37590270.2723,181.0
363,cut_second,-1.5707963267899998,1,-1,662,19.0793965891,37590270.2723,181.0
364,cut_first,0.0,1,-1,92,6.25222330777,19458357.3077,182.0
365,cut_second,-1.5707963267899998,1,-1,92,5.23075463415,19458357.3077,182.0
366,cut_first,0.0,1,-1,914,10.549036235800001,26461679.661,183.0
367,cut_second,-1.5707963267899998,1,-1,914,8.46662043406,26461679.661,183.0
368,cut_first,0.0,1,-1,503,8.22925496519,17246649.5712,184.0
369,cut_second,-1.5707963267899998,1,-1,503,7.64535941757,17246649.5712,184.0
370,cut_first,0.0,1,-1,32,5.1931326527,14539077.0371,185.0
371,cut_second,-1.5707963267899998,1,-1,32,5.78875671549,14539077.0371,185.0
372,cut_first,0.0,1,-1,967,12.221500067000001,33225098.0154,186.0
373,cut_second,-1.5707963267899998,1,-1,967,12.5878062304,33225098.0154,186.0
374,cut_first,0.0,1,-1,608,2.6801257399900003,8842783.771639999,187.0
375,cut_second,-1.5707963267899998,1,-1,608,2.73289064106,8842783.771639999,187.0
376,cut_first,0.0,1,-1,748,3.9027780784,17109573.817,188.0
377,cut_second,-1.5707963267899998,1,-1,748,3.5495029709800003,17109573.817,188.0
378,cut_first,0.0,1,-1,614,7.79134069273,20611897.523,189.0
379,cut_second,-1.5707963267899998,1,-1,614,7.995722657739999,20611897.523,189.0
380,cut_first,0.0,1,-1,362,4.2226538807,17403413.7752,190.0
381,cut_second,-1.5707963267899998,1,-1,362,5.64347736615,17403413.7752,190.0
382,cut_first,0.0,1,-1,83,6.030955248730001,24715841.3678,191.0
383,cut_second,-1.5707963267899998,1,-1,83,7.0468303279299995,24715841.3678,191.0
384,cut_first,0.0,1,-1,953,9.00683357024,18072471.0694,192.0
385,cut_second,-1.5707963267899998,1,-1,953,7.642124960639999,18072471.0694,192.0
386,cut_first,0.0,1,-1,519,13.711936539000002,30595198.0573,193.0
387,cut_second,-1.5707963267899998,1,-1,519,14.192610462000001,30595198.0573,193.0
388,cut_first,0.0,1,-1,16,7.6435144710600005,18589061.0719,194.0
389,cut_second,-1.5707963267899998,1,-1,16,8.43346860288,18589061.0719,194.0
390,cut_first,0.0,1,-1,42,7.3073788534,21721105.7336,195.0
391,cut_second,-1.5707963267899998,1,-1,42,7.692802663689999,21721105.7336,195.0
392,cut_first,0.0,1,-1,46,7.40559859515,22469891.5927,196.0
393,cut_second,-1.5707963267899998,1,-1,46,7.34568018765,22469891.5927,196.0
394,cut_first,0.0,1,-1,505,3.02861977582,13587561.5688,197.0
395,cut_second,-1.5707963267899998,1,-1,505,4.67922053494,13587561.5688,197.0
396,cut_first,0.0,1,-1,699,8.21867484925,19189076.1848,198.0
397,cut_second,-1.5707963267899998,1,-1,699,8.63230532651,19189076.1848,198.0
398,cut_first,0.0,1,-1,804,3.7407512365699995,11651586.320999999,199.0
399,cut_second,-1.5707963267899998,1,-1,804,4.99008959607,11651586.320999999,199.0
400,cut_first,0.0,1,-1,442,2.2053263576099997,6774846.152509999,200.0
401,cut_second,-1.5707963267899998,1,-1,442,0.9378778887389999,6774846.152509999,200.0
402,cut_first,0.0,1,-1,482,10.420479353,24954792.8866,201.0
403,cut_second,-1.5707963267899998,1,-1,482,12.3545184181,24954792.8866,201.0
404,cut_first,0.0,1,-1,658,8.687713215830001,27274542.7011,202.0
405,cut_second,-1.5707963267899998,1,-1,658,10.2570889277,27274542.7011,202.0
406,cut_first,0.0,1,-1,85,6.17538462839,19004401.6506,203.0
407,cut_second,-1.5707963267899998,1,-1,85,5.91127637,19004401.6506,203.0
408,cut_first,0.0,1,-1,89,1.3904493128400002,3116951.42228,204.0
409,cut_second,-1.5707963267899998,1,-1,89,2.15768875558,3116951.42228,204.0
410,cut_first,0.0,1,-1,824,1.3636200583899998,4423116.79772,205.0
411,cut_second,-1.5707963267899998,1,-1,824,0.133324908503,4423116.79772,205.0
412,cut_first,0.0,1,-1,981,-0.639337697397,-2985616.4762,206.0
413,cut_second,-1.5707963267899998,1,-1,981,0.421536189736,-2985616.4762,206.0
414,cut_first,0.0,1,-1,513,4.76938070749,11390277.8337,207.0
415,cut_second,-1.5707963267899998,1,-1,513,5.5381788059099994,11390277.8337,207.0
416,cut_first,0.0,1,-1,479,1.4676249383200002,589293.568404,208.0
417,cut_second,-1.5707963267899998,1,-1,479,3.28035204668,589293.568404,208.0
418,cut_first,0.0,1,-1,886,6.77058084186,16901764.5939,209.0
419,cut_second,-1.5707963267899998,1,-1,886,7.261972794169999,16901764.5939,209.0
420,cut_first,0.0,1,-1,674,10.6034256738,25935587.1032,210.0
421,cut_second,-1.5707963267899998,1,-1,674,10.0711886739,25935587.1032,210.0
422,cut_first,0.0,1,-1,682,-0.30269457182,2188140.733,211.0
423,cut_second,-1.5707963267899998,1,-1,682,1.79752053692,2188140.733,211.0
424,cut_first,0.0,1,-1,210,6.0914295342199996,14964319.1436,212.0
425,cut_second,-1.5707963267899998,1,-1,210,7.560779406589999,14964319.1436,212.0
426,cut_first,0.0,1,-1,464,1.09712627516,9344445.6095,213.0
427,cut_second,-1.5707963267899998,1,-1,464,1.83370557191,9344445.6095,213.0
428,cut_first,0.0,1,-1,259,2.47180230185,12125898.1737,214.0
429,cut_second,-1.5707963267899998,1,-1,259,4.6746049120699995,12125898.1737,214.0
430,cut_first,0.0,1,-1,721,5.275433748219999,16186087.7393,215.0
431,cut_second,-1.5707963267899998,1,-1,721,4.2706133899,16186087.7393,215.0
432,cut_first,0.0,1,-1,498,14.7462247189,32318701.7094,216.0
433,cut_second,-1.5707963267899998,1,-1,498,14.2448531489,32318701.7094,216.0
434,cut_first,0.0,1,-1,590,6.71201472604,15170086.4692,217.0
435,cut_second,-1.5707963267899998,1,-1,590,6.81394162694,15170086.4692,217.0
436,cut_first,0.0,1,-1,465,6.73648012319,20950390.7243,218.0
437,cut_second,-1.5707963267899998,1,-1,465,10.0853268186,20950390.7243,218.0
438,cut_first,0.0,1,-1,388,7.282843810910001,17949902.6845,219.0
439,cut_second,-1.5707963267899998,1,-1,388,7.0016503336,17949902.6845,219.0
440,cut_first,0.0,1,-1,172,12.083891214100001,27321466.4201,220.0
441,cut_second,-1.5707963267899998,1,-1,172,11.6133303849,27321466.4201,220.0
442,cut_first,0.0,1,-1,830,12.9739926968,21558927.6693,221.0
443,cut_second,-1.5707963267899998,1,-1,830,12.9665909668,21558927.6693,221.0
444,cut_first,0.0,1,-1,564,1.40407796661,10913939.1668,222.0
445,cut_second,-1.5707963267899998,1,-1,564,0.33654803149000007,10913939.1668,222.0
446,cut_first,0.0,1,-1,33,6.20405596243,14794224.5537,223.0
447,cut_second,-1.5707963267899998,1,-1,33,5.96381771153,14794224.5537,223.0
448,cut_first,0.0,1,-1,468,8.00121744718,18401880.5982,224.0
449,cut_second,-1.5707963267899998,1,-1,468,6.086082406930001,18401880.5982,224.0
450,cut_first,0.0,1,-1,827,4.32010738601,7949647.05855,225.0
451,cut_second,-1.5707963267899998,1,-1,827,4.40338267106,7949647.05855,225.0
452,cut_first,0.0,1,-1,127,2.10554700149,12645787.2257,226.0
453,cut_second,-1.5707963267899998,1,-1,127,1.37408326988,12645787.2257,226.0
454,cut_first,0.0,1,-1,552,5.1699608395,16191078.8961,227.0
455,cut_second,-1.5707963267899998,1,-1,552,4.59912188023,16191078.8961,227.0
456,cut_first,0.0,1,-1,410,7.533426833180001,20083378.6728,228.0
457,cut_second,-1.5707963267899998,1,-1,410,8.4692642096,20083378.6728,228.0
458,cut_first,0.0,1,-1,322,7.62732596,8398988.616589999,229.0
459,cut_second,-1.5707963267899998,1,-1,322,6.1719873595,8398988.616589999,229.0
460,cut_first,0.0,1,-1,858,-3.8430521612099997,-6790876.33471,230.0
461,cut_second,-1.5707963267899998,1,-1,858,-4.17057078406,-6790876.33471,230.0
462,cut_first,0.0,1,-1,571,5.37662354984,13000564.034000002,231.0
463,cut_second,-1.5707963267899998,1,-1,571,6.621071873049999,13000564.034000002,231.0
464,cut_first,0.0,1,-1,956,9.17460760448,22042783.0345,232.0
465,cut_second,-1.5707963267899998,1,-1,956,10.902994581300002,22042783.0345,232.0
466,cut_first,0.0,1,-1,258,5.45165784919,19575418.9831,233.0
467,cut_second,-1.5707963267899998,1,-1,258,6.535972984830001,19575418.9831,233.0
468,cut_first,0.0,1,-1,927,8.478034574939999,9301604.93181,234.0
469,cut_second,-1.5707963267899998,1,-1,927,5.95676926987,9301604.93181,234.0
470,cut_first,0.0,1,-1,969,2.22489672598,10041572.3999,235.0
471,cut_second,-1.5707963267899998,1,-1,969,2.06065844132,10041572.3999,235.0
472,cut_first,0.0,1,-1,191,3.6029001039499997,3480222.8934199996,236.0
473,cut_second,-1.5707963267899998,1,-1,191,3.4973843257199997,3480222.8934199996,236.0
474,cut_first,0.0,1,-1,3,11.3336540148,32693753.9291,237.0
475,cut_second,-1.5707963267899998,1,-1,3,12.1479908336,32693753.9291,237.0
476,cut_first,0.0,1,-1,961,2.92541504051,14847631.5922,238.0
477,cut_second,-1.5707963267899998,1,-1,961,2.9359586865700003,14847631.5922,238.0
478,cut_first,0.0,1,-1,372,7.74981969653,12842287.6846,239.0
479,cut_second,-1.5707963267899998,1,-1,372,6.02416641497,12842287.6846,239.0
480,cut_first,0.0,1,-1,86,2.78982837918,12437902.595999999,240.0
481,cut_second,-1.5707963267899998,1,-1,86,4.81642006579,12437902.595999999,240.0
482,cut_first,0.0,1,-1,705,9.161407251610001,23910241.9202,241.0
483,cut_second,-1.5707963267899998,1,-1,705,8.90437101616,23910241.9202,241.0
484,cut_first,0.0,1,-1,746,7.36547829577,24462955.5407,242.0
485,cut_second,-1.5707963267899998,1,-1,746,9.18731124103,24462955.5407,242.0
486,cut_first,0.0,1,-1,879,11.337070018199999,26957199.1748,243.0
487,cut_second,-1.5707963267899998,1,-1,879,10.1157565822,26957199.1748,243.0
488,cut_first,0.0,1,-1,116,1.7414453616499999,4827767.84096,244.0
489,cut_second,-1.5707963267899998,1,-1,116,1.1976028760600002,4827767.84096,244.0
490,cut_first,0.0,1,-1,737,4.55155809877,15227496.7116,245.0
491,cut_second,-1.5707963267899998,1,-1,737,4.67945292241,15227496.7116,245.0
492,cut_first,0.0,1,-1,652,9.847128342869999,22956727.4188,246.0
493,cut_second,-1.5707963267899998,1,-1,652,9.9967713613,22956727.4188,246.0
494,cut_first,0.0,1,-1,395,1.05461888516,5912144.18075,247.0
495,cut_second,-1.5707963267899998,1,-1,395,0.297973893502,5912144.18075,247.0
496,cut_first,0.0,1,-1,133,4.41912569143,8764366.64714,248.0
497,cut_second,-1.5707963267899998,1,-1,133,3.17284509968,8764366.64714,248.0
498,cut_first,0.0,1,-1,407,10.879987070899999,17610372.2609,249.0
499,cut_second,-1.5707963267899998,1,-1,407,9.56187587158,17610372.2609,249.0
500,cut_first,0.0,1,-1,888,1.38809309255,16005819.7141,250.0
501,cut_second,-1.5707963267899998,1,-1,888,1.6489850215200001,16005819.7141,250.0
502,cut_first,0.0,1,-1,371,7.487972933969999,24126370.6324,251.0
503,cut_second,-1.5707963267899998,1,-1,371,9.033235214760001,24126370.6324,251.0
504,cut_first,0.0,1,-1,741,9.47965532268,25564512.7985,252.0
505,cut_second,-1.5707963267899998,1,-1,741,7.631565277719999,25564512.7985,252.0
506,cut_first,0.0,1,-1,935,8.089755089310001,22621054.3719,253.0
507,cut_second,-1.5707963267899998,1,-1,935,8.419621942580001,22621054.3719,253.0
508,cut_first,0.0,1,-1,868,7.48239490764,13002837.0404,254.0
509,cut_second,-1.5707963267899998,1,-1,868,7.802012939460001,13002837.0404,254.0
510,cut_first,0.0,1,-1,65,3.55363794025,10421764.7161,255.0
511,cut_second,-1.5707963267899998,1,-1,65,2.7451257690900004,10421764.7161,255.0
512,cut_first,0.0,1,-1,884,14.6569710843,32285824.9867,256.0
513,cut_second,-1.5707963267899998,1,-1,884,13.296986518099999,32285824.9867,256.0
514,cut_first,0.0,1,-1,360,8.83404602499,23492568.7083,257.0
515,cut_second,-1.5707963267899998,1,-1,360,6.854592175,23492568.7083,257.0
516,cut_first,0.0,1,-1,534,9.55698801729,22396138.5588,258.0
517,cut_second,-1.5707963267899998,1,-1,534,9.16761561913,22396138.5588,258.0
518,cut_first,0.0,1,-1,948,0.872579300715,11082173.1906,259.0
519,cut_second,-1.5707963267899998,1,-1,948,0.401095550361,11082173.1906,259.0
520,cut_first,0.0,1,-1,676,6.343427908659999,15963692.4347,260.0
521,cut_second,-1.5707963267899998,1,-1,676,8.39872666921,15963692.4347,260.0
522,cut_first,0.0,1,-1,186,14.124334479100002,34157855.0041,261.0
523,cut_second,-1.5707963267899998,1,-1,186,13.382546731600002,34157855.0041,261.0
524,cut_first,0.0,1,-1,494,2.22318533281,8480217.31786,262.0
525,cut_second,-1.5707963267899998,1,-1,494,3.6227087288599997,8480217.31786,262.0
526,cut_first,0.0,1,-1,125,5.36284736705,11566901.715,263.0
527,cut_second,-1.5707963267899998,1,-1,125,5.05234787697,11566901.715,263.0
528,cut_first,0.0,1,-1,204,6.991339500619999,15984633.2718,264.0
529,cut_second,-1.5707963267899998,1,-1,204,7.97687077627,15984633.2718,264.0
530,cut_first,0.0,1,-1,41,4.96259782959,15203103.2587,265.0
531,cut_second,-1.5707963267899998,1,-1,41,6.158149375290001,15203103.2587,265.0
532,cut_first,0.0,1,-1,23,7.7701519771,23167297.3337,266.0
533,cut_second,-1.5707963267899998,1,-1,23,7.693648319269999,23167297.3337,266.0
534,cut_first,0.0,1,-1,385,6.5135790807500005,15730102.7298,267.0
535,cut_second,-1.5707963267899998,1,-1,385,6.5764598982,15730102.7298,267.0
536,cut_first,0.0,1,-1,135,3.04550170167,6759518.04908,268.0
537,cut_second,-1.5707963267899998,1,-1,135,3.4926051320099996,6759518.04908,268.0
538,cut_first,0.0,1,-1,602,2.15740955751,8923521.70022,269.0
539,cut_second,-1.5707963267899998,1,-1,602,1.04183089419,8923521.70022,269.0
540,cut_first,0.0,1,-1,828,0.09532705031710001,4406454.69432,270.0
541,cut_second,-1.5707963267899998,1,-1,828,0.90201930074,4406454.69432,270.0
542,cut_first,0.0,1,-1,940,6.0110724632000005,13259382.098,271.0
543,cut_second,-1.5707963267899998,1,-1,940,6.85274698003,13259382.098,271.0
544,cut_first,0.0,1,-1,396,4.36649452882,9634739.861130001,272.0
545,cut_second,-1.5707963267899998,1,-1,396,4.72668099159,9634739.861130001,272.0
546,cut_first,0.0,1,-1,438,7.28117704829,14166078.4119,273.0
547,cut_second,-1.5707963267899998,1,-1,438,5.78267940082,14166078.4119,273.0
548,cut_first,0.0,1,-1,213,5.35972073685,18647637.38,274.0
549,cut_second,-1.5707963267899998,1,-1,213,6.014531010190001,18647637.38,274.0
550,cut_first,0.0,1,-1,808,6.93830290638,18654935.9661,275.0
551,cut_second,-1.5707963267899998,1,-1,808,7.069020246789999,18654935.9661,275.0
552,cut_first,0.0,1,-1,99,3.7271563648000003,16293251.0823,276.0
553,cut_second,-1.5707963267899998,1,-1,99,5.91799499222,16293251.0823,276.0
554,cut_first,0.0,1,-1,354,3.7310478802900002,19527338.3557,277.0
555,cut_second,-1.5707963267899998,1,-1,354,6.83845752646,19527338.3557,277.0
556,cut_first,0.0,1,-1,44,2.9023743792900003,11127136.2566,278.0
557,cut_second,-1.5707963267899998,1,-1,44,3.22750353679,11127136.2566,278.0
558,cut_first,0.0,1,-1,52,7.405052094710001,21914428.144,279.0
559,cut_second,-1.5707963267899998,1,-1,52,9.48028589386,21914428.144,279.0
560,cut_first,0.0,1,-1,387,2.0289548238,6156772.11335,280.0
561,cut_second,-1.5707963267899998,1,-1,387,2.9076956599900003,6156772.11335,280.0
562,cut_first,0.0,1,-1,957,2.4736345492400003,16367080.222000001,281.0
563,cut_second,-1.5707963267899998,1,-1,957,2.8027984261000003,16367080.222000001,281.0
564,cut_first,0.0,1,-1,790,6.74961049265,26393731.0261,282.0
565,cut_second,-1.5707963267899998,1,-1,790,5.17665122767,26393731.0261,282.0
566,cut_first,0.0,1,-1,29,5.414986638309999,13956539.6196,283.0
567,cut_second,-1.5707963267899998,1,-1,29,6.3706323535000005,13956539.6196,283.0
568,cut_first,0.0,1,-1,562,4.381052864069999,6968299.06162,284.0
569,cut_second,-1.5707963267899998,1,-1,562,3.76648421682,6968299.06162,284.0
570,cut_first,0.0,1,-1,359,8.907648389550001,20617370.9107,285.0
571,cut_second,-1.5707963267899998,1,-1,359,9.47320994012,20617370.9107,285.0
572,cut_first,0.0,1,-1,629,7.07112769197,13496581.2023,286.0
573,cut_second,-1.5707963267899998,1,-1,629,6.76478752181,13496581.2023,286.0
574,cut_first,0.0,1,-1,875,3.20805750449,13873114.4832,287.0
575,cut_second,-1.5707963267899998,1,-1,875,3.8459218796900005,13873114.4832,287.0
576,cut_first,0.0,1,-1,757,13.058888310999999,33157814.241,288.0
577,cut_second,-1.5707963267899998,1,-1,757,14.9079041341,33157814.241,288.0
578,cut_first,0.0,1,-1,527,7.8048849568800005,22041128.1407,289.0
579,cut_second,-1.5707963267899998,1,-1,527,5.90942662047,22041128.1407,289.0
580,cut_first,0.0,1,-1,986,10.9439726017,25228807.2758,290.0
581,cut_second,-1.5707963267899998,1,-1,986,10.2907494463,25228807.2758,290.0
582,cut_first,0.0,1,-1,610,7.563648337899999,12277955.9034,291.0
583,cut_second,-1.5707963267899998,1,-1,610,4.06932524889,12277955.9034,291.0
584,cut_first,0.0,1,-1,317,11.3949105525,26711998.1996,292.0
585,cut_second,-1.5707963267899998,1,-1,317,11.1326536765,26711998.1996,292.0
586,cut_first,0.0,1,-1,441,4.66277831917,16811452.7776,293.0
587,cut_second,-1.5707963267899998,1,-1,441,4.07647471981,16811452.7776,293.0
588,cut_first,0.0,1,-1,495,8.23694094877,18562256.4108,294.0
589,cut_second,-1.5707963267899998,1,-1,495,6.0048012351999995,18562256.4108,294.0
590,cut_first,0.0,1,-1,716,2.52337266728,6515535.9517,295.0
591,cut_second,-1.5707963267899998,1,-1,716,2.56743761108,6515535.9517,295.0
592,cut_first,0.0,1,-1,336,8.93750329326,25391809.0498,296.0
593,cut_second,-1.5707963267899998,1,-1,336,10.2781075572,25391809.0498,296.0
594,cut_first,0.0,1,-1,903,9.92549030633,26584598.496999998,297.0
595,cut_second,-1.5707963267899998,1,-1,903,11.238824806099998,26584598.496999998,297.0
596,cut_first,0.0,1,-1,589,11.229321195299999,26925097.4983,298.0
597,cut_second,-1.5707963267899998,1,-1,589,11.5653295591,26925097.4983,298.0
598,cut_first,0.0,1,-1,80,10.2974764936,33638419.4389,299.0
599,cut_second,-1.5707963267899998,1,-1,80,11.832132962100001,33638419.4389,299.0
600,cut_first,0.0,1,-1,583,8.671373749389998,23302124.3166,300.0
601,cut_second,-1.5707963267899998,1,-1,583,8.36798649454,23302124.3166,300.0
602,cut_first,0.0,1,-1,644,0.638828350163,4427948.47023,301.0
603,cut_second,-1.5707963267899998,1,-1,644,1.27520392348,4427948.47023,301.0
604,cut_first,0.0,1,-1,574,9.94088571272,27149982.2255,302.0
605,cut_second,-1.5707963267899998,1,-1,574,9.9812086429,27149982.2255,302.0
606,cut_first,0.0,1,-1,380,8.99855553731,22614035.7219,303.0
607,cut_second,-1.5707963267899998,1,-1,380,9.756083549260001,22614035.7219,303.0
608,cut_first,0.0,1,-1,667,1.9483702755400003,5465283.310959999,304.0
609,cut_second,-1.5707963267899998,1,-1,667,2.03930096767,5465283.310959999,304.0
610,cut_first,0.0,1,-1,275,10.4498718417,30706059.3721,305.0
611,cut_second,-1.5707963267899998,1,-1,275,11.6741419808,30706059.3721,305.0
612,cut_first,0.0,1,-1,944,10.5012730013,23539384.1744,306.0
613,cut_second,-1.5707963267899998,1,-1,944,11.856444438199999,23539384.1744,306.0
614,cut_first,0.0,1,-1,577,7.37184316278,21057593.21,307.0
615,cut_second,-1.5707963267899998,1,-1,577,8.2203203182,21057593.21,307.0
616,cut_first,0.0,1,-1,227,7.784714222589999,19373117.7305,308.0
617,cut_second,-1.5707963267899998,1,-1,227,8.17862798153,19373117.7305,308.0
618,cut_first,0.0,1,-1,188,13.9836158511,30031232.0344,309.0
619,cut_second,-1.5707963267899998,1,-1,188,14.047933670299999,30031232.0344,309.0
620,cut_first,0.0,1,-1,169,8.26551050087,23037043.2843,310.0
621,cut_second,-1.5707963267899998,1,-1,169,6.1939124874300004,23037043.2843,310.0
622,cut_first,0.0,1,-1,972,0.795568413594,1667091.29615,311.0
623,cut_second,-1.5707963267899998,1,-1,972,0.7047115936280001,1667091.29615,311.0
624,cut_first,0.0,1,-1,43,6.63917135394,19688532.2209,312.0
625,cut_second,-1.5707963267899998,1,-1,43,7.36615158028,19688532.2209,312.0
626,cut_first,0.0,1,-1,975,8.09866576897,20123800.3257,313.0
627,cut_second,-1.5707963267899998,1,-1,975,7.7708071612800005,20123800.3257,313.0
628,cut_first,0.0,1,-1,675,11.6765658993,38381297.6501,314.0
629,cut_second,-1.5707963267899998,1,-1,675,12.11671086,38381297.6501,314.0
630,cut_first,0.0,1,-1,685,12.365977946700001,30496077.8307,315.0
631,cut_second,-1.5707963267899998,1,-1,685,11.634724611,30496077.8307,315.0
632,cut_first,0.0,1,-1,87,10.0827525094,20665057.3206,316.0
633,cut_second,-1.5707963267899998,1,-1,87,9.78759856325,20665057.3206,316.0
634,cut_first,0.0,1,-1,700,9.57422290894,15148080.2752,317.0
635,cut_second,-1.5707963267899998,1,-1,700,8.78452043055,15148080.2752,317.0
636,cut_first,0.0,1,-1,718,9.92705131592,20863075.3428,318.0
637,cut_second,-1.5707963267899998,1,-1,718,8.14670026882,20863075.3428,318.0
638,cut_first,0.0,1,-1,320,4.78583289107,9120140.48832,319.0
639,cut_second,-1.5707963267899998,1,-1,320,8.05752415096,9120140.48832,319.0
640,cut_first,0.0,1,-1,337,2.36423724705,13708343.9259,320.0
641,cut_second,-1.5707963267899998,1,-1,337,3.48216593138,13708343.9259,320.0
642,cut_first,0.0,1,-1,149,6.61777242879,18367051.7274,321.0
643,cut_second,-1.5707963267899998,1,-1,149,6.66771425479,18367051.7274,321.0
644,cut_first,0.0,1,-1,669,10.9465617641,31826445.2953,322.0
645,cut_second,-1.5707963267899998,1,-1,669,10.508024924099999,31826445.2953,322.0
646,cut_first,0.0,1,-1,821,-1.0009739281399999,-6442255.21854,323.0
647,cut_second,-1.5707963267899998,1,-1,821,-0.268523871756,-6442255.21854,323.0
648,cut_first,0.0,1,-1,408,8.983030960319999,28363773.9397,324.0
649,cut_second,-1.5707963267899998,1,-1,408,9.43151295622,28363773.9397,324.0
650,cut_first,0.0,1,-1,738,3.14099166338,6713259.1585,325.0
651,cut_second,-1.5707963267899998,1,-1,738,3.57433253573,6713259.1585,325.0
652,cut_first,0.0,1,-1,850,1.10787413907,2147196.7223400003,326.0
653,cut_second,-1.5707963267899998,1,-1,850,2.2439796247099997,2147196.7223400003,326.0
654,cut_first,0.0,1,-1,752,3.5737323119699997,17847541.2811,327.0
655,cut_second,-1.5707963267899998,1,-1,752,5.23543076422,17847541.2811,327.0
656,cut_first,0.0,1,-1,98,10.2840395173,21525784.1292,328.0
657,cut_second,-1.5707963267899998,1,-1,98,8.58492334457,21525784.1292,328.0
658,cut_first,0.0,1,-1,254,10.806165782699999,36563009.7941,329.0
659,cut_second,-1.5707963267899998,1,-1,254,10.7630546717,36563009.7941,329.0
660,cut_first,0.0,1,-1,624,4.98115213901,12586436.9651,330.0
661,cut_second,-1.5707963267899998,1,-1,624,5.6390317325699995,12586436.9651,330.0
662,cut_first,0.0,1,-1,196,8.61874856,23606802.9415,331.0
663,cut_second,-1.5707963267899998,1,-1,196,8.05636516555,23606802.9415,331.0
664,cut_first,0.0,1,-1,974,-0.345810623716,9823310.94336,332.0
665,cut_second,-1.5707963267899998,1,-1,974,0.84581918762,9823310.94336,332.0
666,cut_first,0.0,1,-1,5,8.09939369778,21249839.445,333.0
667,cut_second,-1.5707963267899998,1,-1,5,9.20201210692,21249839.445,333.0
668,cut_first,0.0,1,-1,183,6.39585987912,16602847.7703,334.0
669,cut_second,-1.5707963267899998,1,-1,183,5.87159366592,16602847.7703,334.0
670,cut_first,0.0,1,-1,859,3.94464681699,14994291.6726,335.0
671,cut_second,-1.5707963267899998,1,-1,859,4.80534108288,14994291.6726,335.0
672,cut_first,0.0,1,-1,493,3.98929149523,7505763.52163,336.0
673,cut_second,-1.5707963267899998,1,-1,493,3.37713511558,7505763.52163,336.0
674,cut_first,0.0,1,-1,392,8.739339176189999,22998785.6448,337.0
675,cut_second,-1.5707963267899998,1,-1,392,8.80722857622,22998785.6448,337.0
676,cut_first,0.0,1,-1,136,7.624337019260001,16174118.5646,338.0
677,cut_second,-1.5707963267899998,1,-1,136,6.856023282640001,16174118.5646,338.0
678,cut_first,0.0,1,-1,979,4.05955193639,14889974.8139,339.0
679,cut_second,-1.5707963267899998,1,-1,979,2.15635644206,14889974.8139,339.0
680,cut_first,0.0,1,-1,218,6.17848996789,9777312.249019999,340.0
681,cut_second,-1.5707963267899998,1,-1,218,4.78257372609,9777312.249019999,340.0
682,cut_first,0.0,1,-1,68,5.133060319649999,9480606.282569999,341.0
683,cut_second,-1.5707963267899998,1,-1,68,4.82271303181,9480606.282569999,341.0
684,cut_first,0.0,1,-1,774,6.00080449959,20544653.0315,342.0
685,cut_second,-1.5707963267899998,1,-1,774,7.63933887291,20544653.0315,342.0
686,cut_first,0.0,1,-1,638,9.829754741030001,31605547.0417,343.0
687,cut_second,-1.5707963267899998,1,-1,638,10.9857517295,31605547.0417,343.0
688,cut_first,0.0,1,-1,429,3.4548787991000003,5469774.9209199995,344.0
689,cut_second,-1.5707963267899998,1,-1,429,3.44424989224,5469774.9209199995,344.0
690,cut_first,0.0,1,-1,521,11.171247358199999,22486049.296,345.0
691,cut_second,-1.5707963267899998,1,-1,521,10.4833242797,22486049.296,345.0
692,cut_first,0.0,1,-1,572,-4.86121972347,-7928507.69733,346.0
693,cut_second,-1.5707963267899998,1,-1,572,-3.55485069454,-7928507.69733,346.0
694,cut_first,0.0,1,-1,124,4.528476232780001,19952497.4202,347.0
695,cut_second,-1.5707963267899998,1,-1,124,7.911569411789999,19952497.4202,347.0
696,cut_first,0.0,1,-1,520,2.35990381061,5518736.1465,348.0
697,cut_second,-1.5707963267899998,1,-1,520,3.9044104069800003,5518736.1465,348.0
698,cut_first,0.0,1,-1,314,6.792986924299999,18912968.609,349.0
699,cut_second,-1.5707963267899998,1,-1,314,7.34576546792,18912968.609,349.0
700,cut_first,0.0,1,-1,363,6.5367430926,20173577.8845,350.0
